Id,Gender,MasterCategory,SubCategory,ArticleType,BaseColor,Season,Year,Usage,ProductDisplayName,Column1,Column2
9070,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Solid Blue Shirts,,
50952,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Womens Blue Roxy Fit Jeans,,
19733,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,United Colors of Benetton Men Solid Green Shirt,,
16549,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,,
46239,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Scullers Men Striped Green Shirt,,
8156,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Highlander Men Blue Checked Haig Slim Fit Shirt,,
19501,Men,Accessories,Socks,Socks,Navy Blue,Fall,2010,Casual,Puma Men Ftpa Quarters Navy Blue Socks,,
33058,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,U.S. Polo Assn. Denim Co. Men Navy Blue Shirt,,
11308,Men,Apparel,Bottomwear,Jeans,Black,Spring,2013,Casual,Wrangler Men Black Jim Slim Fit Jeans,,
38823,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2012,Casual,Latin Quarters Women Navy Blue Shirt,,
37057,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Lino Perros Women Brown Belt,,
47320,Women,Accessories,Bags,Backpacks,Green,Summer,2012,Casual,Baggit Women Green Backpack,,
6007,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Highlander Men Red Blue White Checked Shirt,,
23665,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Blue Washed Jeans,,
48368,Men,Apparel,Topwear,Shirts,Cream,Summer,2012,Casual,French Connection Men Cream Check Shirt,,
23457,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Deni Yo Men Blue Washed Slim Fit Jeans,,
48966,Men,Accessories,Jewellery,Ring,Steel,Summer,2012,Casual,Revv Men Steel Ring,,
26125,Men,Apparel,Topwear,Shirts,Orange,Summer,2012,Formal,John Miller Men Gingham Orange Shirt,,
51413,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Myntra Men Green Shirt,,
23033,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Arrow Men Pink Striped Shirt,,
9619,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Indigo Nation Men Checks Blue Shirt,,
15551,Men,Accessories,Socks,Socks,White,Fall,2012,Sports,Fila Men White Set Of 3 Socks,,
1646,Women,Accessories,Bags,Backpacks,Grey,Summer,2011,Sports,Quechua Ultralight Backpack 16 Ltr Grey Bag,,
18840,Men,Accessories,Belts,Belts,Brown,Fall,2011,Formal,Peter England Men Formal Brown Belt,,
23201,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Highlander Men Blue Check Shirt,,
11105,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Indigo Nation Men Stripes Black Shirts,,
5020,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Levis Kids Boy's Caspian Black Kidswear,,
33067,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,U.S. Polo Assn. Denim Co. Men Check Green Shirt,,
25102,Women,Accessories,Belts,Belts,Black,Winter,2015,Casual,Lino Perros Women Black Belt,,
14645,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Probase Men Wide Stripes Navy Blue Shirts,,
20470,Women,Accessories,Belts,Belts,Beige,Winter,2015,Casual,Baggit Women Choti Jhuti  Beige Belt,,
36515,Men,Accessories,Belts,Belts,Blue,Summer,2012,Casual,United Colors of Benetton Men Blue Polyester Belts,,
26787,Men,Apparel,Topwear,Shirts,Beige,Summer,2013,Formal,Arrow Men Beige Shirt,,
13460,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,United Colors of Benetton Men Solid Green Shirts,,
41023,Men,Accessories,Belts,Belts,Navy Blue,Summer,2012,Casual,Lee Men Navy Blue Belt,,
20828,Men,Accessories,Socks,Socks,Grey,Summer,2011,Casual,United Colors of Benetton Men Stripes Grey Socks,,
7121,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black & Grey Solstice Backpack,,
48992,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,,
22571,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Highlander Men Black Check Shirt,,
29199,Men,Accessories,Socks,Socks,Grey,Summer,2012,Sports,Fila Men Grey Socks,,
27003,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Washed Blue Jeans,,
25754,Men,Accessories,Belts,Belts,Black,Winter,2015,Casual,Lino Perros Men Canvas Black Belt,,
36343,Men,Accessories,Ties,Ties,Maroon,Summer,2012,Formal,Reid & Taylor Men Maroon Tie,,
4596,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green Printed Backpack,,
12319,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Genesis Men Stripes Black Shirts,,
56855,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Party,John Players Men Blue Shirt,,
8194,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011,Casual,Locomotive Men Solid Poplin Lambert Navy Blue Shirts,,
48361,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,French Connection Men Blue Shirt,,
59445,Men,Apparel,Topwear,Shirts,White,Fall,2012,Formal,Arrow Men White Shirt,,
9422,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,John Miller Men Blue black stripe Black Shirts,,
9610,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Indigo Nation Men Stripes White Shirts,,
15558,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men Check White Shirts,,
10816,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Men Country Eagle Red Shirt,,
38486,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Black Pandu Mayur Belt,,
58563,Men,Apparel,Topwear,Shirts,Green,Summer,2015,Casual,Puma Men Green Checked Casual Shirt,,
8736,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Checks Blue Shirts,,
22578,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Highlander Men Check Grey Shirt,,
27836,Men,Accessories,Belts,Belts,Red,Summer,2013,Casual,Bulchee Men Red Belt,,
19705,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,United Colors of Benetton Men Check Red Shirt,,
8352,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Travel,Wildcraft Unisex Black Ursa Backpack,,
14826,Men,Accessories,Belts,Belts,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Belts,,
37896,Unisex,Accessories,Socks,Socks,Blue,Summer,2016,Casual,Happy Socks Unisex Blue Socks,,
8160,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Highlander Men White Checked Hakon Slim Fit Shirt,,
33297,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Arrow Sport Men Blue Striped Slim Fit Shirt,,
53372,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,Puma Unisex Red Ferrari Backpack,,
51425,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012,Formal,Myntra Men Yellow Shirt,,
30412,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Deni Yo Men Slim Fit Washed Blue Jeans,,
12742,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,Timberland Unisex Solid Black Backpacks,,
19198,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Men Solid White Shirt,,
29369,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Formal,Genesis Men Check Lavender Shirt,,
40133,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Gini and Jony Boys Check Blue Shirt,,
37061,Women,Accessories,Belts,Belts,Purple,Summer,2012,Casual,Lino Perros Women Purple Belt,,
44593,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,Van Heusen Men Black and Brown Reversible Belt,,
36381,Men,Accessories,Socks,Socks,Grey,Summer,2016,Casual,Reid & Taylor Men Grey Socks,,
31998,Men,Accessories,Socks,Socks,Brown,Summer,2016,Formal,Playboy Men Brown Formal Socks,,
48950,Men,Accessories,Jewellery,Ring,Steel,Summer,2013,Casual,Revv Men Steel Ring,,
12326,Men,Apparel,Topwear,Shirts,Black,Winter,2011,Formal,Genesis Black Striped Formal Shirt,,
26113,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Check Purple Shirt,,
16540,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Basics Men Red Slim Fit Checked Shirt,,
7117,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual,Wildcraft Unisex Grey & Black Backpack,,
19508,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual,Wrangler Stitch Men Brown Belts,,
58904,Men,Accessories,Ties,Ties,Grey,Summer,2012,Casual,Hakashi Men Grey & Black Silk Tie,,
58138,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Rreverie Silver Ring,,
20022,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Check Shirt,,
10485,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Flying Machine Men Midrise Blue Jeans,,
36375,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual,Reid & Taylor Men Navy Blue Socks,,
27809,Men,Accessories,Belts,Belts,Brown,Summer,2013,Formal,Bulchee Men Brown And Black Reversible Belt,,
34046,Boys,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Gini and Jony Boys White Shirt,,
35194,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013,Casual,Wildcraft Unisex Blue and Grey Backpack,,
18882,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Woman Laniya White Shirt,,
16918,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Washed Blue Jeans,,
11301,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Custom Jeans,,
14673,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Basics Men Black Slim Fit Checked Shirt,,
37891,Unisex,Accessories,Socks,Socks,Multi,Summer,2016,Casual,Happy Socks Unisex Multi Color Socks,,
8167,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,Highlander Men Green Checked Halford Slim Fit Shirt,,
19702,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors Of Benetton Men Striped Blue Shirts,,
50963,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Womens Blue Jeggings,,
14821,Men,Accessories,Belts,Belts,Blue,Summer,2011,Casual,United Colors of Benetton Men Stripes Blue Belts,,
43910,Women,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,W Women Green Shirt,,
8731,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Plain Shirt Green Shirts,,
11339,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans,,
26789,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Shirt,,
8503,Unisex,Accessories,Socks,Socks,White,Summer,2011,Sports,Nike Unisex China Swsh Ct White Socks,,
16920,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011,Casual,Spykar Men Washed Navy Blue Jeans,,
9617,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Bwd Plaids Green Shirts,,
10811,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Men Rodeo 47 Tab Pkt Red Shirts,,
1648,Women,Accessories,Bags,Backpacks,Pink,Summer,2011,Travel,Quechua  Ultralight Backpack Purple 16 ltr Bag,,
59442,Men,Apparel,Topwear,Shirts,Green,Fall,2012,Formal,Arrow Men Green Shirt,,
9425,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,John Miller Men Purple Fila-Fil Shirts,,
37059,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Lino Perros Women Black Belt,,
56852,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012,Casual,John Players Men Blue Jeans,,
12910,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Spykar Men Mandarin Collar Blue Shirts,,
6009,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Highlander Men White Blue Checked Slim Fit Shirt,,
8193,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Locomotive Men Solid Poplin Lamar Blue Shirts,,
48968,Men,Accessories,Jewellery,Ring,Steel,Summer,2013,Casual,Revv Men Steel Ring,,
15907,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Black Coffee Men Check White Shirt,,
18885,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Arrow Woman Simona Black Shirt,,
13451,Women,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual,United Colors of Benetton Women Check Pink Shirts,,
11306,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Sophia Jeans,,
33056,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Formal,U.S.Polo Assn. Men Striped Navy Blue Shirt,,
14674,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Basics Men Yellow Slim Fit Shirt,,
34041,Boys,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Gini and Jony Boys Check Red Shirt,,
6694,Men,Accessories,Socks,Socks,Black,Summer,2011,Sports,Nike Men's New Ap Swsh C Black Socks,,
35193,Unisex,Accessories,Bags,Backpacks,Grey,Spring,2013,Casual,Wildcraft Unisex Black and Grey Backpack,,
10482,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Flying Machine Men Ydc Blue Shirts,,
36372,Men,Accessories,Socks,Socks,Brown,Summer,2016,Casual,Reid & Taylor Men Brown Socks,,
27032,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Blue Hip Fit Jeans,,
7110,Unisex,Accessories,Bags,Backpacks,Navy Blue,Winter,2015,Casual,Wildcraft Unisex Navy Backpack,,
16547,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,,
58903,Men,Accessories,Ties,Ties,Blue,Summer,2017,Casual,Hakashi Men Blue Silk Tie,,
20025,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Men Solid White Shirt,,
10476,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Flying Machine Men Ydc Pink Shirts,,
15938,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual,Turtle Men Leather Brown Belts,,
36386,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Reid & Taylor Men Black Socks,,
26114,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Purple Shirt,,
12321,Men,Apparel,Topwear,Shirts,Blue,Winter,2011,Formal,Genesis Blue Striped Formal Shirt,,
22786,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Deni Yo Men Washed Blue Jeans,,
40134,Boys,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Gini and Jony Boys Check Black Shirt,,
44594,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,Van Heusen Men Black and Brown Reversible Belt,,
37066,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Lino Perros Women Black Belt,,
32170,Women,Accessories,Socks,Socks,Pink,Summer,2017,Casual,Playboy Women Pink Socks,,
40762,Men,Accessories,Bags,Backpacks,Multi,Summer,2012,Casual,Quiksilver Men Multi Coloured Backpack,,
33290,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Arrow Sport Men Black Slim Fit Shirt,,
15560,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Washed Blue Jeans,,
51422,Men,Apparel,Topwear,Shirts,Teal,Summer,2012,Casual,Myntra Men Teal Shirt,,
13697,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011,Casual,Puma Unisex Black Backpack,,
30415,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Deni Yo Men Slim Fit Washed Blue Jeans,,
9628,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Plain Shirt Blue Shirts,,
43147,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,Wilson Unisex Red Champ Backpack,,
17297,Men,Accessories,Socks,Socks,Black,Summer,2015,Sports,Puma Men Pack of 3 Sports Socks,,
16345,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Peter England Men Stripes Pink Shirt,,
51482,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
36742,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Spykar Women Aza Blue Jeans,,
37690,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012,Casual,American Tourister Unisex Blue Backpack,,
41610,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Basics Men Blue Checked Shirt,,
11160,Men,Accessories,Ties,Ties,Grey,Fall,2011,Formal,Indigo Nation Men Check Grey Ties,,
14620,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Formal,United Colors of Benetton Men Stripes Blue Shirts,,
13405,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,United Colors of Benetton Men Check Green Shirts,,
33466,Women,Accessories,Belts,Belts,Pink,Summer,2012,Casual,Baggit Women Bloom Taj Pink Belt,,
16513,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,,
50306,Men,Free Items,Free Gifts,Ties,Red,Summer,2012,Formal,Park Avenue Red Patterned Tie,,
12381,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Reid & Taylor Men Checks Blue Shirts,,
49019,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Lucera Women Set of Two Silver Ring,,
14076,Men,Apparel,Topwear,Shirts,Blue,Winter,2016,Casual,Flying Machine Men Check Blue Shirts,,
15998,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual,Turtle Check Men Brown Shirt,,
21157,Women,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,s.Oliver Women Striped Green Shirt,,
40160,Boys,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Gini and Jony Boys Raw Wash Navy Blue Jeans,,
33492,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Doodle Kids Boy Check Blue Shirt,,
29108,Unisex,Accessories,Socks,Socks,Brown,Summer,2012,Casual,Puma Unisex FTPA Quarters Brown Socks,,
37200,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,United Colors of Benetton Men Washed Blue Jeans,,
15150,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Arrow Sport Men Stripes Blue Shirts,,
40352,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Tokyo Talkies Women Navy Blue Slim Fit Jeans,,
51476,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
15706,Unisex,Accessories,Socks,Socks,White,Fall,2011,Sports,Nike Unisex Pack of 3 White Socks,,
1623,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011,Casual,Reebok Unisex Red Backpack,,
18019,Women,Accessories,Belts,Belts,Blue,Winter,2015,Casual,Lino Perros Women Solid Blue Belt,,
14049,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Flying Machine Men Washed Blue Shirts,,
49026,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Women Silver Ring,,
27865,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Scullers For Her Striped Purple Shirt,,
13862,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Check Blue Shirts,,
40997,Girls,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Gini and Jony  Girls Woven Black Jeans,,
57920,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Fruit of the Loom Men White Pack of Three Socks,,
41845,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010,Casual,ADIDAS Unisex Black Backpack,,
33459,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Baaz Gang Black Belt,,
29795,Men,Apparel,Topwear,Shirts,Olive,Summer,2012,Casual,Basics Men Olive Shirt,,
39507,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Peter England Unisex Black Backpacks,,
42896,Women,Accessories,Belts,Belts,Navy Blue,Summer,2012,Casual,French Connection Women Navy Blue Belt,,
2099,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Dark Blue Shirt,,
9471,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,John Miller Men Blue stripes Shirts,,
49684,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Park Avenue Men Blue Tie,,
22389,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Mark Taylor Men White & Blue Striped Shirt,,
38421,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Black Capture Belt,,
9643,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Checks Shirt Green Shirts,,
8791,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Indigo Nation Men Price catch Blue White Shirts,,
15953,Men,Accessories,Ties,Ties,Black,Fall,2011,Formal,Turtle Men Solid Black Ties,,
9227,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Plain Blue Shirts,,
27891,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,Scullers For Her Purple Striped Shirt,,
12178,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,,
30228,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Formal,John Miller Men Striped Black Shirt,,
12944,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Basics Men Yellow Slim Fit Striped Shirt,,
1624,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports,Reebok Silver-Black Laptop Backpack,,
38419,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Black Sandwichtost  Belt,,
9449,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,John Miller Men white stripe Blue Shirts,,
6633,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,UCB Men Ben Logo Chest Black Shirt,,
51471,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Denizen Men Black Jeans,,
42402,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Flying Machine Women Blue Denim Shorts,,
12372,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Reid & Taylor Men Check Green Shirts,,
10425,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,United Colors of Benetton Men Checks Green Shirt,,
24610,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men White Shirt,,
41889,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016,Casual,Flying Machine Men Blue Slim Fit Mid-Rise Clean Look Jeans,,
21150,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,s.Oliver Men Check Blue Shirts,,
37809,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,John Players Men Satin Stripes Blue Shirt,,
30210,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Purple Shirt,,
6065,Men,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual,UCB Men Striper Mandarin Collar Light Pink Shirt,,
12386,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Reid & Taylor Men Stripes Red Shirts,,
57918,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Fruit of the Loom Men Black Pack of Three Socks,,
33461,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Rocker Taj Black Belt,,
7143,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Light Work Blue Shirts,,
16514,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,,
36577,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,Provogue Men Brown Shirt,,
5270,Unisex,Accessories,Bags,Backpacks,Black,Winter,2018,Casual,Wildcraft Unisex Black & Grey Backpack,,
13402,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Check Blue Shirts,,
37697,Unisex,Accessories,Bags,Backpacks,Brown,Summer,2012,Casual,American Tourister Unisex Brown Backpack,,
11167,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Formal,John Miller Men Solid Brown Shirts,,
33237,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Striped Shirt,,
12943,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Striped Shirt,,
7188,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Jealous 21 Women Supper Skinny Zipped Medium Blue Jeans,,
58395,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Locomotive Men Purple Shirt,,
15954,Men,Accessories,Ties,Ties,Blue,Fall,2011,Formal,Turtle Men Stripes Blue Ties,,
9644,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Checks Shirt Green Shirts,,
8796,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Black White Check Shirt,,
16389,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal,Peter England Men Solid Maroon Shirt,,
9476,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,John Miller Men Blue Check Shirt,,
18021,Women,Accessories,Belts,Belts,Pink,Winter,2015,Casual,Lino Perros Women Stripes Pink Belt,,
17069,Women,Accessories,Belts,Belts,Grey,Winter,2015,Casual,Lino Perros Women Weaved  Grey Belt,,
29766,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Wrangler Men Checks Shirt,,
11158,Men,Accessories,Ties,Ties,Grey,Fall,2011,Formal,Indigo Nation Men Stripe Grey Ties,,
34811,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Flying Machine Men Black Belt,,
9482,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,John Miller Men Black white small check Shirts,,
14618,Men,Accessories,Socks,Socks,Brown,Summer,2011,Casual,United Colors of Benetton Men Pack of 3 Brown Socks,,
13865,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,,
49021,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Women Silver Ring,,
46069,Men,Accessories,Belts,Belts,Black,Summer,2015,Formal,Lino Perros Men Black Leather Belt,,
27862,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Scullers For Her Women Check Navy Blue Shirt,,
37231,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,United Colors of Benetton Men Leather Black Belt,,
